solvent,SMILES,ET30,alpha,beta,pi_star,SA,SB,SP,SdP,N_mol_cm3,n,fn,delta
aromatic,Cc1ccc(C)cc1,-1.2068639001995962,-0.5557874682470157,-1.071614519021224,-0.6050670812529892,-0.5803176151277224,-0.8522935486376293,0.5949717738475474,-0.9862292274937371,-0.33628591490699966,0.9730143346832939,0.8777575526155804,-0.5607875216600829
aromatic,CCc1ccccc1,,,,,-0.5803176151277224,-0.9250852490215211,0.5254962297227164,-0.8037324704160946,-0.3179962780873735,0.9600266335047763,0.8670687884136202,-0.5607875216600829
aromatic,CCCc1ccccc1,,,,,-0.5803176151277224,-0.9052329670986415,0.46759994295202384,-0.8861503607092236,-0.5273110105786506,0.8950881276121808,0.8136249674038206,
aromatic,CCCCc1ccccc1,,,,,-0.5803176151277224,-0.8886893988295752,0.4444414282437468,-0.9832857314118396,-0.6797246507422019,0.8626188746658832,0.7866358377938717,
aromatic,CC(C)(C)c1ccccc1,,,,,-0.5803176151277224,-0.8158976984456835,0.3518073694106387,-0.9656247549204549,-0.6654993776602705,0.9113227540853279,0.8269859226562706,
aromatic,Cc1cc(C)c(C)c(C)c1,,,,,-0.5803176151277224,-0.7662669936384846,0.6644473179723784,-0.9038113372006081,-0.6329844677587128,,,
aromatic,Cc1cc(C)cc(C)c1,-1.2346694512751057,-0.5557874682470157,-1.037684771717122,-0.680839754411743,-0.5803176151277224,-0.7530321390232316,0.5602340017851318,-1.0450991491316861,-0.5110535556278718,1.0249651393973718,0.9205126094234197,-0.5607875216600829
aromatic,Cc1cccc2ccccc12,-0.9010028383689969,,,,-0.5803176151277224,-0.8655284032528824,2.1002752298855523,-0.00015804005808833367,-0.5212144649721084,2.9081818102826364,2.400104794079719,-0.08782386702850781
aromatic,c1ccc2c(c1)CCCC2,,,,,-0.5803176151277224,-0.7861192755613642,1.2897272150958565,-0.9656247549204549,-0.4907317369393982,1.7068194512696204,1.471518404034453,-0.23176932713376963
halohydrocarbon,ClCCl,-0.15025295933025046,-0.2582939091853268,-1.1394740136294281,0.872500045342708,-0.39597197041174187,-0.7927367028689908,0.39812439882719275,0.7622074451533535,1.2000435779415979,-0.1926318460887948,-0.10694484948997476,-0.08782386702850781
halohydrocarbon,ClC(Cl)Cl,-0.3726973679343234,-0.09810506969057119,-1.1394740136294281,-0.03677203256233657,-0.3637114825864453,-1.1467690638270096,0.65286806061824,0.30596555245924734,0.5375522886973613,0.13206068337418247,0.17256633439127567,-0.3757147872390322
halohydrocarbon,ClC(Cl)(Cl)Cl,-1.3041833289638785,-0.5557874682470157,-1.1394740136294281,-1.173362129943642,-0.5803176151277224,-1.2361043324799676,0.47917920030616235,-1.5013410418257924,0.12298718745250166,0.3918147069445643,0.3932893151617487,-0.6430420702916609
halohydrocarbon,ClCCCl,-0.06683630610372396,-0.5557874682470157,-1.1394740136294281,0.8346137087633315,-0.442058381590737,-0.9647898128672803,0.5139169723685778,0.682733050942122,0.5842924716808505,0.14829530984733313,0.1864617278538241,-0.08782386702850781
halohydrocarbon,CC(Cl)(Cl)Cl,-0.7758778585292051,-0.5557874682470157,-1.478771486670449,-0.3777490617767282,-0.5803176151277224,-1.100447072673624,0.12022222232786856,-0.029593000877062948,0.0579573676493866,0.0021836715889915668,0.06140318669089284,-0.7047329817653448
halohydrocarbon,FC(F)(Cl)C(F)(Cl)Cl,,,,,-0.5803176151277224,-1.2559566144028473,-1.5124530646056598,-1.0539296373773785,-0.26922391323503697,,,
halohydrocarbon,ClC(Cl)C(Cl)Cl,-0.33098904132106016,-0.5557874682470157,-1.478771486670449,1.3650224208746071,-0.5803176151277224,-1.3254396011329257,1.3707820165748261,0.8299078550369952,-0.049748271399523196,0.9437920070316257,0.8537078331611703,-0.10838750418640267
halohydrocarbon,CCCCCl,-0.6785584297649239,-0.5557874682470157,-1.478771486670449,-0.7566124275704966,-0.5803176151277224,-0.9250852490215211,-0.3892651012542258,0.05576838549796343,-0.029426452711049454,-0.5497936284980698,-0.4190567641872036,-0.7252966189232397
halohydrocarbon,Fc1ccccc1,-0.6646556542271691,-0.5557874682470157,-1.2412632555417344,0.114773313755171,-0.5803176151277224,-1.0078030903668527,0.39812439882719275,0.002785456023809128,0.1961457347310065,0.4729878393103104,0.4616974060542907,-0.4579693358706102
halohydrocarbon,Clc1ccccc1,-0.6924612053026786,-0.5557874682470157,-1.2412632555417344,0.45575034296956257,-0.5803176151277224,-0.7795018482537377,1.231830928325164,0.07931635415314313,0.021378094010134366,1.4308308012260915,1.2505282041589323,-0.27289660144955935
halohydrocarbon,Brc1ccccc1,-0.7202667563781872,-0.5557874682470157,-1.2751930028458365,0.7588410356045777,-0.5803176151277224,-0.746414711715605,1.7181597371989814,-0.03842348912275533,-0.041619543924133764,1.9828081013131529,1.6895691937544348,-0.14951477850219166
